"","x"
"296675",0
"296676",14808
"296677",0
"296678",11
"296679",3466
"296680",95
"296681",11
"296682",17
"296683",7
"296684",14
"296685",61
"296686",18
"296687",1495
"296688",10
"296689",4
"296690",5244
"296691",3480
"296692",4
"296693",601
"296694",3860
"296695",772
"296696",571
"296697",9537
"296698",268
"296699",2005
"296700",18
"296701",24
"296702",1199
"296703",55
"296704",0
"296705",2
"296706",88
"296707",554
"296708",12
"296709",21
"296710",0
"296711",3
"296712",33
"296713",19
"296714",3342
"296715",762
"296716",9306
"296717",1
"296718",2120
"296719",7
"296720",12560
"296721",553
"296722",69
"296723",0
"296724",94
"296725",796
"296726",693
"296727",153
"296728",311
"296729",1109
"296730",277
"296731",111
"296732",22
"296733",92
"296734",4655
"296735",10370
"296736",96
"296737",0
"296738",38
"296739",118
"296740",17
"296741",19554
"296742",14
"296743",20
"296744",98
"296745",14
"296746",8
"296747",61
"296748",24
"296749",158
"296750",111
"296751",47
"296752",2356
"296753",109
"296754",111
"296755",55
"296756",52
"296757",55
"296758",6
"296759",1
"296760",416
"296761",23
"296762",196
"296763",168
"296764",728
"296765",333
"296766",20
"296767",5
"296768",173
"296769",92
"296770",32
"296771",10
"296772",2
"296773",5
"296774",3
"296775",11650
"296776",3000
"296777",59687
"296778",160050
"296779",5
"296780",290
"296781",19
"296782",2
"296783",52
"296784",15
"296785",19
"296786",52
"296787",193
"296788",38
"296789",11
"296790",15
"296791",10
"296792",2
"296793",1
"296794",3
"296795",16
"296796",5
"296797",4
"296798",4193
"296799",3
"296800",14
"296801",21
"296802",49
"296803",3
"296804",707
"296805",3
"296806",2
"296807",0
"296808",9
"296809",70
"296810",303
"296811",193
"296812",103
"296813",2
"296814",10
"296815",141
"296816",42
"296817",5
"296818",295
"296819",48
"296820",2
"296821",114
"296822",10833
"296823",82
"296824",25
"296825",1
"296826",12
"296827",26
"296828",1
"296829",12
"296830",2
"296831",72
"296832",83
"296833",2879
"296834",7
"296835",288
"296836",1802
"296837",18
"296838",69
"296839",3521
"296840",1416
"296841",12
"296842",71
"296843",13
"296844",544
"296845",436
"296846",2
"296847",4
"296848",9810
"296849",2
"296850",2027
"296851",146
"296852",2284
"296853",54
"296854",146
"296855",33
"296856",16
"296857",6
"296858",17
"296859",0
"296860",6
"296861",89
"296862",5
"296863",56
"296864",15
"296865",90
"296866",474
"296867",22
"296868",40
"296869",64
"296870",36
"296871",83
"296872",10
"296873",1023
"296874",9
"296875",440
"296876",23
"296877",124
"296878",256
"296879",109
"296880",36
"296881",17
"296882",8
"296883",183
"296884",56
"296885",418
"296886",203
"296887",170
"296888",43
"296889",10
"296890",0
"296891",13
"296892",11
"296893",200
"296894",4856
"296895",265
"296896",358
"296897",133
"296898",858
"296899",23
"296900",59
"296901",442
"296902",502
"296903",529
"296904",5
"296905",36
"296906",15
"296907",1
"296908",0
"296909",24
"296910",8
"296911",0
"296912",1
"296913",1
"296914",7
"296915",8
"296916",2
"296917",7
"296918",10
"296919",95
"296920",4
"296921",127
"296922",5
"296923",299
"296924",136
"296925",28
"296926",41
"296927",11
"296928",4
"296929",3
"296930",202
"296931",315
"296932",20
"296933",2
"296934",19
"296935",5
"296936",15
"296937",513
"296938",103
"296939",5
"296940",23
"296941",3
"296942",52
"296943",0
"296944",451
"296945",56
"296946",2
"296947",14
"296948",47
"296949",6
"296950",0
"296951",2
"296952",18
"296953",0
"296954",9
"296955",18
"296956",4
"296957",20
"296958",7
"296959",9
"296960",1
"296961",0
"296962",1
"296963",1
"296964",961
"296965",8
"296966",3
"296967",2
"296968",1
"296969",1
"296970",7
"296971",0
"296972",0
"296973",18
"296974",8
"296975",1
"296976",7
"296977",2
"296978",2
"296979",96
"296980",5
"296981",0
"296982",8
"296983",7
"296984",7
"296985",13
"296986",3
"296987",1
"296988",2
"296989",0
"296990",18
"296991",71
"296992",20
"296993",0
"296994",0
"296995",2
"296996",16
"296997",23
"296998",0
"296999",0
"297000",1
"297001",2
"297002",14
"297003",1
"297004",24
"297005",2
"297006",0
"297007",5
"297008",10
"297009",2
"297010",14
"297011",13
"297012",4161
"297013",4
"297014",53
"297015",0
"297016",5
"297017",2
"297018",66
"297019",10
"297020",58
"297021",1444
"297022",86
"297023",5
"297024",48
"297025",6
"297026",3
"297027",124
"297028",68
"297029",5
"297030",21
"297031",986
"297032",18
"297033",227
"297034",4
"297035",171
"297036",4
"297037",339
"297038",279
"297039",4
"297040",0
"297041",46
"297042",33
"297043",0
"297044",138
"297045",5
"297046",16
"297047",2
"297048",88
"297049",23
"297050",2
"297051",6
"297052",2020
"297053",115
"297054",12
"297055",11
"297056",5
"297057",13
"297058",1655
"297059",5418
"297060",87
"297061",400
"297062",12883
"297063",928
"297064",2803
"297065",56
"297066",8
"297067",3
"297068",6
"297069",1459
"297070",3
"297071",0
"297072",1137
"297073",2
"297074",2
"297075",0
"297076",0
"297077",3
"297078",8
"297079",83
"297080",9
"297081",0
"297082",3
"297083",7
"297084",0
"297085",25
"297086",10
"297087",0
"297088",1
"297089",5
"297090",0
"297091",31
"297092",0
"297093",2
"297094",9
"297095",13
"297096",0
"297097",117
"297098",1
"297099",8
"297100",4
"297101",3
"297102",1
"297103",3
"297104",21
"297105",5
"297106",1
"297107",2
"297108",0
"297109",233
"297110",21
"297111",4
"297112",6
"297113",2
"297114",2
"297115",10
"297116",21
"297117",6
"297118",1
"297119",2
"297120",21
"297121",3
"297122",2
"297123",2
"297124",10
"297125",11
"297126",2
"297127",3
"297128",0
"297129",1
"297130",5
"297131",1
"297132",16
"297133",26
"297134",6
"297135",60
"297136",0
"297137",2
"297138",14
"297139",6
"297140",0
"297141",2
"297142",8
"297143",9
"297144",1
"297145",2
"297146",3
"297147",8
"297148",90
"297149",0
"297150",10
"297151",3
"297152",30
"297153",35
"297154",4
"297155",0
"297156",1
"297157",3
"297158",0
"297159",0
"297160",4
"297161",2
"297162",10
"297163",7
"297164",34
"297165",42
"297166",0
"297167",2
"297168",4
"297169",0
"297170",0
"297171",5
"297172",2
"297173",0
"297174",79
"297175",50
"297176",2
"297177",78
"297178",24
"297179",4
"297180",0
"297181",10
"297182",2
"297183",7
"297184",53
"297185",68
"297186",2
"297187",0
"297188",2
"297189",3
"297190",19
"297191",10
"297192",7
"297193",3
"297194",2
"297195",11
"297196",7
"297197",9
"297198",0
"297199",1
"297200",2
"297201",33
"297202",10
"297203",4
"297204",1
"297205",6
"297206",5
"297207",12
"297208",0
"297209",126
"297210",2
"297211",6
"297212",0
"297213",42
"297214",26
"297215",100
"297216",1
"297217",2
"297218",23
"297219",16
"297220",0
"297221",30
"297222",16
"297223",2
"297224",4
"297225",2
"297226",36
"297227",7
"297228",7
"297229",14
"297230",31
"297231",0
"297232",7
"297233",18
"297234",5
"297235",0
"297236",4
"297237",34
"297238",2
"297239",4
"297240",2
"297241",11
"297242",23
"297243",10
"297244",50
"297245",36
"297246",9
"297247",0
"297248",20
"297249",1
"297250",12
"297251",8
"297252",2
"297253",7
"297254",10
"297255",2
"297256",18
"297257",3
"297258",15
"297259",3
"297260",19
"297261",0
"297262",0
"297263",6
"297264",5
"297265",15
"297266",11
"297267",0
"297268",35
"297269",2
"297270",7
"297271",5
"297272",24
"297273",2
"297274",8
"297275",4
"297276",3
"297277",36
"297278",0
"297279",0
"297280",8
"297281",2
"297282",16
"297283",3
"297284",2
"297285",1
"297286",0
"297287",66
"297288",0
"297289",3
"297290",8
"297291",22
"297292",40
"297293",11
"297294",24
"297295",32
"297296",12
"297297",30
"297298",0
"297299",3
"297300",52
"297301",69
"297302",2
"297303",5
"297304",47
"297305",9
"297306",10
"297307",0
"297308",2
"297309",0
"297310",35
"297311",4
"297312",4
"297313",9
"297314",4
"297315",420
"297316",4287
"297317",5674
"297318",218
"297319",886
"297320",68
"297321",14
"297322",425
"297323",9
"297324",1
"297325",509
"297326",1
"297327",32
"297328",5
"297329",4
"297330",247
"297331",293
"297332",67
"297333",1
"297334",1446
"297335",6
"297336",1167
"297337",231
"297338",6905
"297339",6310
"297340",31
"297341",1101
"297342",816
"297343",13
"297344",334
"297345",3
"297346",4
"297347",0
"297348",119
"297349",1109
"297350",2382
"297351",1
"297352",905
"297353",2493
"297354",1206
"297355",1360
"297356",2159
"297357",9112
"297358",17363
"297359",22739
"297360",1797
"297361",0
"297362",186
"297363",10
"297364",3160
"297365",1780
"297366",9
"297367",2
"297368",30
"297369",11
"297370",3
"297371",45
"297372",114
"297373",1558
"297374",28
"297375",3
"297376",0
"297377",1
"297378",3626
"297379",98
"297380",462
"297381",2151
"297382",5
"297383",1664
"297384",7
"297385",55
"297386",202
"297387",0
"297388",12
"297389",2
"297390",2
"297391",2
"297392",3
"297393",112
"297394",0
"297395",0
"297396",73
"297397",51
"297398",20
"297399",3
"297400",6
"297401",432
"297402",3
"297403",9
"297404",129
"297405",44
"297406",1
"297407",46
"297408",9
"297409",6
"297410",54
"297411",18
"297412",6
"297413",5
"297414",1
"297415",0
"297416",3
"297417",0
"297418",0
"297419",24
"297420",3
"297421",2
"297422",11
"297423",8
"297424",10
"297425",9
"297426",599
"297427",7
"297428",1
"297429",20
"297430",9
"297431",46
"297432",5
"297433",27
"297434",8
"297435",19
"297436",108
"297437",26
"297438",3
"297439",71
"297440",68
"297441",32
"297442",13
"297443",9
"297444",3
"297445",8
"297446",0
"297447",5
"297448",9
"297449",0
"297450",20
"297451",6
"297452",11
"297453",158
"297454",9
"297455",10
"297456",82
"297457",10
"297458",1
"297459",23
"297460",3
"297461",6
"297462",26506
"297463",11
"297464",5
"297465",2
"297466",2
"297467",15
"297468",2
"297469",4
"297470",1
"297471",0
"297472",0
"297473",37
"297474",2
"297475",0
"297476",5
"297477",0
"297478",66
"297479",21
"297480",12
"297481",1
"297482",54
"297483",2
"297484",2
"297485",13
"297486",5
"297487",0
"297488",1
"297489",1
"297490",8
"297491",1
"297492",54
"297493",20
"297494",4
"297495",4
"297496",9
"297497",4
"297498",15
"297499",3
"297500",0
"297501",7
"297502",23
"297503",4
"297504",3
"297505",18
"297506",29
"297507",0
"297508",210
"297509",3
"297510",4
"297511",951
"297512",2010
"297513",3272
"297514",18
"297515",49
"297516",73
"297517",1142
"297518",575
"297519",9275
"297520",73
"297521",1550
"297522",146
"297523",839
"297524",0
"297525",18
"297526",6656
"297527",1854
"297528",15501
"297529",2553
"297530",287
"297531",4757
"297532",148
"297533",10
"297534",11362
"297535",2797
"297536",1174
"297537",36
"297538",73
"297539",117
"297540",2
"297541",129
"297542",3
"297543",0
"297544",4
"297545",0
"297546",70
"297547",3
"297548",5
"297549",6
"297550",219
"297551",6382
"297552",213
"297553",11237
"297554",9
"297555",5063
"297556",36
"297557",78
"297558",0
"297559",2210
"297560",0
"297561",3
"297562",10875
"297563",150
"297564",36
"297565",102
"297566",49
"297567",2344
"297568",1753
"297569",146
"297570",5358
"297571",2673
"297572",1199
"297573",708
"297574",1627
"297575",39
"297576",8771
"297577",1548
"297578",29835
"297579",1906
"297580",1442
"297581",27327
"297582",391
"297583",33173
"297584",726
"297585",149
"297586",2325
"297587",11
"297588",5
"297589",6373
"297590",1750
"297591",2354
"297592",4
"297593",2
"297594",12019
"297595",40
"297596",397
"297597",34
"297598",95
"297599",11
"297600",7841
"297601",951
"297602",951
"297603",951
"297604",951
"297605",811
"297606",400
"297607",670
"297608",15
"297609",5708
"297610",364
"297611",951
"297612",197
"297613",951
"297614",2715
"297615",3910
"297616",1105
"297617",52
"297618",15
"297619",951
"297620",104
"297621",1903
"297622",840
"297623",23618
"297624",10078
"297625",235
"297626",100
"297627",1769
"297628",344
"297629",14
"297630",19
"297631",23
"297632",103
"297633",11
"297634",17
"297635",15
"297636",28
"297637",15
"297638",11
"297639",41
"297640",0
"297641",33
"297642",37
"297643",13
"297644",23199
"297645",80
"297646",241
"297647",9
"297648",331
"297649",6
"297650",13
"297651",11
"297652",2
"297653",11
"297654",5
"297655",38
"297656",5
"297657",7
"297658",3
"297659",487
"297660",2014
"297661",5239
"297662",1009
"297663",791
"297664",141
"297665",536
"297666",1
"297667",18
"297668",2326
"297669",43
"297670",58
"297671",98
"297672",38
"297673",81
"297674",2
"297675",736
"297676",1
"297677",114
"297678",7958
"297679",1
"297680",56
"297681",9
"297682",18
"297683",1076
"297684",7
"297685",32874
"297686",15214
"297687",567
"297688",226
"297689",72
"297690",0
"297691",2
"297692",2
"297693",2
"297694",790
"297695",21
"297696",107
"297697",1
"297698",0
"297699",64
"297700",221
"297701",94
"297702",33
"297703",440
"297704",22
"297705",12
"297706",8
"297707",12
"297708",17
"297709",3330
"297710",2
"297711",3
"297712",2
"297713",3
"297714",14
"297715",75
"297716",216
"297717",3025
"297718",267
"297719",14
"297720",1666
"297721",6
"297722",3
"297723",258
"297724",124
"297725",524
"297726",16
"297727",43
"297728",22
"297729",28
"297730",3
"297731",466
"297732",5
"297733",6
"297734",0
"297735",65
"297736",91
"297737",51
"297738",10
"297739",22
"297740",14
"297741",0
"297742",1
"297743",111
"297744",14
"297745",0
"297746",5
"297747",13
"297748",30
"297749",33
"297750",0
"297751",35
"297752",1230
"297753",41
"297754",532
"297755",330
"297756",2
"297757",2
"297758",5
"297759",2
"297760",2
"297761",1
"297762",0
"297763",14
"297764",0
"297765",7
"297766",1
"297767",13
"297768",4
"297769",4
"297770",3
"297771",2
"297772",0
"297773",2
"297774",4
"297775",16
"297776",2
"297777",0
"297778",3
"297779",1383
"297780",1
"297781",37
"297782",268
"297783",3
"297784",0
"297785",2
"297786",3
"297787",21
"297788",60
"297789",12
"297790",218
"297791",3
"297792",13
"297793",0
"297794",1779
"297795",252
"297796",12
"297797",351
"297798",209
"297799",3566
"297800",18
"297801",1158
"297802",2825
"297803",73195
"297804",800
"297805",44
"297806",2
"297807",1
"297808",0
"297809",181
"297810",0
"297811",132
"297812",22
"297813",4
"297814",25
"297815",13
"297816",62
"297817",0
"297818",8
"297819",3
"297820",2
"297821",6
"297822",1024
"297823",0
"297824",15
"297825",28
"297826",5
"297827",284
"297828",2
"297829",9
"297830",12
"297831",0
"297832",1
"297833",64
"297834",58
"297835",2
"297836",0
"297837",59
"297838",1
"297839",3
"297840",1
"297841",15
"297842",56
"297843",4
"297844",0
"297845",0
"297846",3
"297847",7
"297848",3
"297849",0
"297850",2
"297851",0
"297852",1
"297853",57
"297854",0
"297855",0
"297856",85
"297857",2
"297858",77
"297859",0
"297860",10
"297861",0
"297862",0
"297863",1
"297864",2
"297865",3
"297866",6
"297867",0
"297868",59
"297869",2
"297870",8
"297871",10
"297872",29
"297873",6
"297874",10
"297875",116
"297876",10
"297877",3
"297878",0
"297879",3
"297880",15
"297881",43
"297882",3
"297883",18
"297884",0
"297885",130
"297886",74
"297887",2
"297888",1
"297889",0
"297890",2
"297891",2
"297892",2
"297893",25
"297894",4
"297895",0
"297896",4
"297897",4
"297898",1
"297899",0
"297900",4
"297901",1
"297902",5
"297903",1
"297904",2
"297905",3
"297906",10
"297907",21
"297908",92
"297909",1
"297910",10
"297911",0
"297912",1
"297913",18
"297914",14
"297915",3
"297916",31
"297917",5
"297918",1
"297919",13
"297920",66
"297921",12
"297922",6
"297923",18
"297924",28
"297925",2
"297926",35
"297927",1
"297928",1
"297929",45
"297930",1
"297931",3
"297932",1
"297933",8
"297934",0
"297935",262
"297936",182
"297937",55992
"297938",3
"297939",159
"297940",159
"297941",11914
"297942",9043
"297943",4347
"297944",1515
"297945",4
"297946",2070
"297947",19575
"297948",28
"297949",4408
"297950",2
"297951",4
"297952",9
"297953",1643
"297954",2
"297955",24
"297956",32
"297957",0
"297958",28
"297959",6789
"297960",23
"297961",16981
"297962",3013
"297963",1511
"297964",380
"297965",133
"297966",60
"297967",2538
"297968",7463
"297969",375
"297970",272
"297971",3629
"297972",14935
"297973",7101
"297974",50255
"297975",1171
"297976",6
"297977",2
"297978",2
"297979",17
"297980",0
"297981",8
"297982",1560
"297983",549
"297984",2
"297985",12
"297986",6335
"297987",20950
"297988",1575
"297989",112
"297990",2016
"297991",24912
"297992",14
"297993",2
"297994",0
"297995",2
"297996",2
"297997",1503
"297998",6127
"297999",2
"298000",0
"298001",6
"298002",3
"298003",3097
"298004",15
"298005",3
"298006",8
"298007",17
"298008",2
"298009",4
"298010",97
"298011",3
"298012",8
"298013",7
"298014",5
"298015",42
"298016",139
"298017",4
"298018",4
"298019",25
"298020",37
"298021",0
"298022",0
"298023",4
"298024",0
"298025",95
"298026",121
"298027",0
"298028",3
"298029",4
"298030",15
"298031",2
"298032",16042
"298033",2
"298034",40
"298035",2
"298036",646
"298037",2
"298038",0
"298039",47
"298040",113
"298041",22
"298042",8
"298043",5
"298044",255
"298045",34
"298046",4
"298047",11
"298048",5
"298049",11
"298050",1
"298051",8
"298052",5
"298053",6
"298054",3
"298055",5
"298056",38
"298057",17
"298058",33
"298059",3
"298060",1
"298061",1
"298062",5
"298063",0
"298064",58
"298065",7
"298066",8
"298067",27
"298068",59
"298069",3
"298070",226
"298071",0
"298072",2
"298073",1
"298074",3
"298075",1318
"298076",4
"298077",19
"298078",3
"298079",2
"298080",4
"298081",1
"298082",95
"298083",6
"298084",0
"298085",19
"298086",14
"298087",7
"298088",19
"298089",13
"298090",2
"298091",13
"298092",45
"298093",40
"298094",10
"298095",11
"298096",0
"298097",11
"298098",20
"298099",0
"298100",4
"298101",0
"298102",3
"298103",43
"298104",36
"298105",44
"298106",0
"298107",0
"298108",5
"298109",2419
"298110",12
"298111",30
"298112",4
"298113",0
"298114",28
"298115",3
"298116",0
"298117",42
"298118",2
"298119",3
"298120",175
"298121",468
"298122",21
"298123",5
"298124",22
"298125",4
"298126",109
"298127",72
"298128",0
"298129",501
"298130",25
"298131",26
"298132",8
"298133",18
"298134",0
"298135",0
"298136",2
"298137",79
"298138",17
"298139",64
"298140",4
"298141",10
"298142",36
"298143",2
"298144",12
"298145",47
"298146",2
"298147",187
"298148",2
"298149",18
"298150",56
"298151",1
"298152",63
"298153",21
"298154",7
"298155",4
"298156",9
"298157",0
"298158",91
"298159",0
"298160",0
"298161",1
"298162",168
"298163",11
"298164",0
"298165",23
"298166",0
"298167",2
"298168",526
"298169",10
"298170",0
"298171",297
"298172",3
"298173",11
"298174",4
"298175",4
"298176",2
"298177",2
"298178",5
"298179",0
"298180",2
"298181",4
"298182",84
"298183",17
"298184",12
"298185",64576
"298186",2
"298187",57
"298188",14
"298189",20
"298190",15
"298191",15
"298192",0
"298193",3
"298194",0
"298195",2
"298196",6
"298197",0
"298198",0
"298199",29
"298200",12
"298201",106
"298202",52
"298203",5598
"298204",3
"298205",9
"298206",39143
"298207",17876
"298208",10598
"298209",4
"298210",9
"298211",3460
"298212",1520
"298213",16967
"298214",2
"298215",30
"298216",52
"298217",32
"298218",26
"298219",15
"298220",62
"298221",6
"298222",206
"298223",43
"298224",378
"298225",401
"298226",1089
"298227",5
"298228",859
"298229",16
"298230",39
"298231",2
"298232",8
"298233",2
"298234",3
"298235",5
"298236",148697
"298237",0
"298238",4
"298239",12
"298240",7
"298241",1
"298242",12
"298243",29327
"298244",28859
"298245",1932
"298246",1909
"298247",1
"298248",11
"298249",2
"298250",49
"298251",2
"298252",87
"298253",6
"298254",143
"298255",7
"298256",3
"298257",1
"298258",127
"298259",11
"298260",88
"298261",0
"298262",1331
"298263",100
"298264",3
"298265",7
"298266",50
"298267",0
"298268",91
"298269",7
"298270",9
"298271",90
"298272",5
"298273",1800
"298274",827
"298275",16
"298276",9333
"298277",22818
"298278",0
"298279",9
"298280",20
"298281",0
"298282",14
"298283",11
"298284",62
"298285",76
"298286",0
"298287",1619
"298288",0
"298289",3388
"298290",4
"298291",24
"298292",589
"298293",4
"298294",51
"298295",1
"298296",133
"298297",17
"298298",983
"298299",4
"298300",7
"298301",12
"298302",474
"298303",2978
"298304",80
"298305",480
"298306",5340
"298307",7
"298308",15
"298309",55
"298310",0
"298311",400
"298312",9
"298313",2
"298314",3
"298315",2007
"298316",102
"298317",237
"298318",4
"298319",13667
"298320",6
"298321",9
"298322",1914
"298323",158
"298324",171
"298325",7
"298326",8
"298327",2
"298328",43
"298329",86
"298330",2
"298331",245
"298332",401
"298333",81
"298334",22503
"298335",118
"298336",9
"298337",158
"298338",19
"298339",23
"298340",6
"298341",137
"298342",10
"298343",2
"298344",136
"298345",5
"298346",211
"298347",232
"298348",83
"298349",185
"298350",3317
"298351",800
"298352",3178
"298353",1574
"298354",1
"298355",86
"298356",19
"298357",66
"298358",5
"298359",3155
"298360",6285
"298361",37
"298362",34
"298363",2
"298364",0
"298365",266
"298366",10468
"298367",266
"298368",316
"298369",7
"298370",23750
"298371",18
"298372",452
"298373",22067
"298374",3
"298375",2
"298376",1
"298377",314
"298378",1038
"298379",2514
"298380",2918
"298381",844
"298382",516
"298383",2653
"298384",7776
"298385",1698
"298386",743
"298387",1975
"298388",1722
"298389",1232
"298390",2675
"298391",1224
"298392",292
"298393",2210
"298394",2864
"298395",9737
"298396",10813
"298397",894
"298398",118
"298399",7796
"298400",1058
"298401",0
"298402",279
"298403",10
"298404",114
"298405",32
"298406",201
"298407",13
"298408",57
"298409",81
"298410",12
"298411",1
"298412",47
"298413",64
"298414",551
"298415",2
"298416",4
"298417",44
"298418",3
"298419",3
"298420",5
"298421",1
"298422",2535
"298423",239
"298424",199
"298425",301
"298426",5
"298427",10
"298428",248
"298429",99
"298430",1
"298431",27
"298432",5623
"298433",381
"298434",9334
"298435",800
"298436",12875
"298437",133
"298438",550
"298439",10
"298440",35
"298441",39
"298442",51
"298443",25
"298444",2
"298445",10
"298446",4
"298447",235
"298448",2030
"298449",149
"298450",67
"298451",1035
"298452",740
"298453",55
"298454",37
"298455",11
"298456",1
"298457",588
"298458",7
"298459",163
"298460",52
"298461",45
"298462",288
"298463",200
"298464",4
"298465",6
"298466",174
"298467",69
"298468",14
"298469",35
"298470",2
"298471",213
"298472",1267
"298473",235
"298474",326
"298475",552
"298476",14766
"298477",274
"298478",65304
"298479",27
"298480",39
"298481",6
"298482",73
"298483",505
"298484",0
"298485",32
"298486",0
"298487",3
"298488",5
"298489",126
"298490",7
"298491",500
"298492",937
"298493",10
"298494",66
"298495",282
"298496",1100
"298497",4846
"298498",17
"298499",73
"298500",272
"298501",1488
"298502",6711
"298503",14
"298504",2510
"298505",0
"298506",10
"298507",30
"298508",20
"298509",75
"298510",2136
"298511",13
"298512",30
"298513",1
"298514",2
"298515",0
"298516",35
"298517",10
"298518",2
"298519",89
"298520",26
"298521",117
"298522",11
"298523",1483
"298524",79
"298525",1
"298526",40
"298527",3
"298528",11
"298529",94
"298530",3
"298531",13200
"298532",29
"298533",7
"298534",2
"298535",0
"298536",1
"298537",243
"298538",18
"298539",83163
"298540",3603
"298541",26
"298542",236
"298543",40492
"298544",5924
"298545",141533
"298546",13030
"298547",5159
"298548",1261
"298549",0
"298550",21218
"298551",16
"298552",13021
"298553",19
"298554",31
"298555",72
"298556",61
"298557",70
"298558",307
"298559",837
"298560",30
"298561",110
"298562",116012
"298563",3799
"298564",67
"298565",5
"298566",689
"298567",112
"298568",191
"298569",5
"298570",0
"298571",32
"298572",7
"298573",6604
"298574",227
"298575",17
"298576",282
"298577",10
"298578",2
"298579",10049
"298580",3298
"298581",6637
"298582",247
"298583",1
"298584",469
"298585",39
"298586",1915
"298587",308
"298588",52
"298589",11
"298590",1709
"298591",26
"298592",13
"298593",21
"298594",0
"298595",80
"298596",543
"298597",15
"298598",9670
"298599",40
"298600",3
"298601",5
"298602",365
"298603",3
"298604",13
"298605",587
"298606",15005
"298607",15103
"298608",2553
"298609",928
"298610",399
"298611",10
"298612",2332
"298613",0
"298614",16
"298615",27
"298616",31021
"298617",3314
"298618",42
"298619",0
"298620",191
"298621",5
"298622",0
"298623",0
"298624",294
"298625",17828
"298626",22722
"298627",2
"298628",2212
"298629",10
"298630",7
"298631",3
"298632",1208
"298633",0
"298634",108
"298635",24
"298636",383
"298637",40
"298638",29
"298639",36
"298640",17
"298641",381
"298642",18
"298643",1
"298644",11
"298645",9
"298646",0
"298647",27
"298648",28
"298649",356
"298650",8
"298651",7685
"298652",3913
"298653",0
"298654",3
"298655",1
"298656",603
"298657",11
"298658",300
"298659",7
"298660",4
"298661",10
"298662",9
"298663",2
"298664",3678
"298665",15
"298666",1
"298667",1856
"298668",14230
"298669",6169
"298670",9
"298671",42
"298672",57
"298673",244
"298674",1384
"298675",1418
"298676",13
"298677",4
"298678",17
"298679",15
"298680",329
"298681",129
"298682",225
"298683",850
"298684",20290
"298685",216
"298686",216
"298687",78
"298688",6
"298689",8
"298690",250
"298691",2762
"298692",1307
"298693",155
"298694",867
"298695",8600
"298696",1656
"298697",280
"298698",186
"298699",79
"298700",1288
"298701",0
"298702",35
"298703",5
"298704",1243
"298705",2270
"298706",1506
"298707",0
"298708",14
"298709",1
"298710",216
"298711",65
"298712",538
"298713",197
"298714",46
"298715",432
"298716",27740
"298717",649
"298718",19950
"298719",1513
"298720",1727
"298721",865
"298722",432
"298723",216
"298724",3891
"298725",432
"298726",649
"298727",216
"298728",216
"298729",469
"298730",20920
"298731",577
"298732",6439
"298733",28999
"298734",8503
"298735",6744
"298736",14
"298737",668
"298738",91
"298739",204
"298740",305
"298741",80
"298742",80
"298743",65
"298744",1197
"298745",1102
"298746",1387
"298747",31
"298748",225
"298749",271
"298750",26
"298751",4
"298752",28
"298753",125
"298754",4
"298755",12
"298756",54
"298757",30
"298758",5
"298759",23766
"298760",4
"298761",127
"298762",167
"298763",250
"298764",7388
"298765",2
"298766",13
"298767",1185
"298768",1583
"298769",15
"298770",241
"298771",216
"298772",7988
"298773",216
"298774",11701
"298775",4
"298776",1008
"298777",1918
"298778",1540
"298779",15592
"298780",16603
"298781",925
"298782",13140
"298783",3
"298784",2
"298785",2
"298786",6722
"298787",2
"298788",1053
"298789",25
"298790",1386
"298791",574
"298792",58
"298793",393
"298794",200
"298795",0
"298796",300
"298797",16
"298798",0
"298799",17
"298800",2
"298801",2267
"298802",160
"298803",726
"298804",31
"298805",5
"298806",5
"298807",33
"298808",14584
"298809",464
"298810",38
"298811",669
"298812",52
"298813",19
"298814",3982
"298815",145
"298816",929
"298817",139
"298818",8
"298819",75
"298820",133
"298821",11
"298822",10
"298823",14
"298824",2
"298825",175
"298826",39
"298827",11
"298828",4491
"298829",19
"298830",320
"298831",67
"298832",14640
"298833",30608
"298834",6261
"298835",40
"298836",0
"298837",281
"298838",97
"298839",1
"298840",246
"298841",4
"298842",10
"298843",350
"298844",156
"298845",10
"298846",5
"298847",17
"298848",197
"298849",0
"298850",2100
"298851",2
"298852",232
"298853",100
"298854",216
"298855",11
"298856",1121
"298857",5698
"298858",95
"298859",1651
"298860",13
"298861",51
"298862",5607
"298863",158
"298864",40
"298865",14
"298866",297
"298867",60
"298868",50
"298869",17
"298870",1523
"298871",8
"298872",35
"298873",109
"298874",35
"298875",223
"298876",1197
"298877",13
"298878",35992
"298879",593
"298880",3
"298881",108
"298882",3193
"298883",84
"298884",38676
"298885",11
"298886",9050
"298887",33
"298888",926
"298889",13
"298890",1220
"298891",12
"298892",10
"298893",1200
"298894",17
"298895",1328
"298896",68
"298897",78
"298898",54439
"298899",14
"298900",87
"298901",20
"298902",11609
"298903",2035
"298904",4
"298905",9
"298906",8
"298907",644
"298908",17
"298909",240
"298910",429
"298911",27
"298912",830
"298913",833
"298914",131
"298915",5
"298916",109
"298917",33
"298918",14
"298919",41
"298920",7
"298921",2717
"298922",41
"298923",23
"298924",31
"298925",210
"298926",4800
"298927",20
"298928",10721
"298929",1778
"298930",857
"298931",22127
"298932",80
"298933",988
"298934",255
"298935",389
"298936",109
"298937",54
"298938",59
"298939",2691
"298940",285
"298941",563
"298942",14
"298943",8
"298944",5
"298945",4
"298946",451
"298947",6
"298948",4
"298949",6988
"298950",63
