"","x"
"73740",47
"73741",3
"73742",36
"73743",1
"73744",4
"73745",102
"73746",61
"73747",306
"73748",30
"73749",46
"73750",112
"73751",1146
"73752",10
"73753",172
"73754",86
"73755",64
"73756",2095
"73757",609
"73758",277
"73759",60
"73760",118
"73761",1251
"73762",290
"73763",139
"73764",72
"73765",130
"73766",48
"73767",192
"73768",1
"73769",252
"73770",273
"73771",24
"73772",98
"73773",3
"73774",1
"73775",1804
"73776",6011
"73777",1131
"73778",43
"73779",2200
"73780",272
"73781",502
"73782",488
"73783",362
"73784",19810
"73785",13
"73786",949
"73787",3979
"73788",2
"73789",6
"73790",555
"73791",1864
"73792",0
"73793",1450
"73794",2209
"73795",15
"73796",100
"73797",21
"73798",1300
"73799",2408
"73800",39782
"73801",3275
"73802",46200
"73803",391
"73804",238
"73805",422
"73806",10
"73807",499
"73808",16
"73809",2829
"73810",5
"73811",11
"73812",78
"73813",381
"73814",88
"73815",10
"73816",1041
"73817",3
"73818",26
"73819",705
"73820",28
"73821",181
"73822",225
"73823",340
"73824",79
"73825",1366
"73826",12
"73827",20023
"73828",832
"73829",22
"73830",24
"73831",3187
"73832",2058
"73833",2206
"73834",31
"73835",38
"73836",998
"73837",10578
"73838",2436
"73839",267
"73840",12487
"73841",229
"73842",796
"73843",35
"73844",14
"73845",839
"73846",14083
"73847",14
"73848",42
"73849",477
"73850",399
"73851",5067
"73852",1480
"73853",28
"73854",217
"73855",60
"73856",6649
"73857",28
"73858",418
"73859",4940
"73860",91
"73861",6
"73862",14
"73863",249
"73864",8
"73865",7795
"73866",6
"73867",7230
"73868",6
"73869",68
"73870",166
"73871",30
"73872",442
"73873",5
"73874",0
"73875",289
"73876",7
"73877",2
"73878",52
"73879",3
"73880",387
"73881",160
"73882",1
"73883",0
"73884",107
"73885",243
"73886",5
"73887",2
"73888",17
"73889",67
"73890",14
"73891",129
"73892",0
"73893",1
"73894",27
"73895",60
"73896",0
"73897",4
"73898",0
"73899",0
"73900",5
"73901",2
"73902",198
"73903",0
"73904",15
"73905",0
"73906",11
"73907",257
"73908",4
"73909",1
"73910",6
"73911",4
"73912",21
"73913",13
"73914",0
"73915",54
"73916",5785
"73917",4
"73918",10
"73919",0
"73920",178
"73921",1
"73922",25
"73923",3
"73924",50
"73925",247
"73926",12
"73927",120
"73928",138
"73929",235
"73930",94
"73931",373
"73932",132
"73933",4401
"73934",339
"73935",3
"73936",22
"73937",262
"73938",1128
"73939",3
"73940",1
"73941",2131
"73942",282
"73943",19740
"73944",15
"73945",181
"73946",89
"73947",19
"73948",1
"73949",252
"73950",637
"73951",191
"73952",13
"73953",286
"73954",2951
"73955",23
"73956",305
"73957",878
"73958",710
"73959",23
"73960",55
"73961",73
"73962",60
"73963",1203
"73964",5
"73965",17
"73966",3
"73967",16
"73968",6
"73969",196
"73970",98
"73971",0
"73972",33
"73973",16
"73974",2970
"73975",35
"73976",590
"73977",0
"73978",3810
"73979",4
"73980",69
"73981",478
"73982",0
"73983",0
"73984",22
"73985",712
"73986",34
"73987",1
"73988",3338
"73989",78
"73990",1
"73991",4
"73992",3
"73993",0
"73994",8
"73995",0
"73996",2
"73997",4696
"73998",0
"73999",4
"74000",0
"74001",195
"74002",455
"74003",2
"74004",4
"74005",0
"74006",0
"74007",1080
"74008",0
"74009",0
"74010",87
"74011",3
"74012",12
"74013",7
"74014",0
"74015",0
"74016",0
"74017",2
"74018",1
"74019",6
"74020",572
"74021",318
"74022",9
"74023",1062
"74024",5
"74025",36
"74026",1
"74027",15861
"74028",89
"74029",225
"74030",11
"74031",5
"74032",10
"74033",0
"74034",10
"74035",0
"74036",40
"74037",20
"74038",6
"74039",29
"74040",83
"74041",69
"74042",10
"74043",60
"74044",0
"74045",4424
"74046",88
"74047",277
"74048",3
"74049",545
"74050",29
"74051",12
"74052",431
"74053",11
"74054",0
"74055",2
"74056",2
"74057",4
"74058",313
"74059",5
"74060",1850
"74061",42
"74062",40
"74063",6
"74064",0
"74065",111
"74066",20
"74067",21
"74068",2
"74069",83
"74070",135
"74071",2
"74072",23
"74073",2
"74074",2
"74075",8
"74076",13
"74077",163
"74078",2
"74079",2
"74080",0
"74081",22
"74082",35
"74083",5
"74084",22
"74085",2
"74086",9
"74087",1
"74088",280
"74089",2
"74090",0
"74091",27
"74092",32
"74093",398
"74094",11
"74095",172
"74096",108
"74097",29
"74098",2
"74099",10
"74100",16
"74101",0
"74102",2
"74103",1
"74104",0
"74105",423
"74106",108
"74107",150
"74108",23
"74109",143
"74110",0
"74111",1
"74112",152
"74113",203
"74114",39
"74115",0
"74116",70
"74117",22
"74118",2
"74119",488
"74120",32
"74121",0
"74122",12
"74123",65
"74124",6
"74125",0
"74126",2
"74127",24
"74128",2
"74129",340
"74130",65
"74131",7
"74132",610
"74133",1614
"74134",8
"74135",10
"74136",18
"74137",0
"74138",64
"74139",150947
"74140",2
"74141",2
"74142",0
"74143",1
"74144",1
"74145",8
"74146",0
"74147",2
"74148",26
"74149",35
"74150",2
"74151",470
"74152",4
"74153",0
"74154",16
"74155",12
"74156",0
"74157",312
"74158",20
"74159",8
"74160",17
"74161",30
"74162",4
"74163",53
"74164",54
"74165",3
"74166",9
"74167",17
"74168",41
"74169",53
"74170",125
"74171",5
"74172",17
"74173",2919
"74174",11
"74175",58
"74176",1954
"74177",490
"74178",172
"74179",20
"74180",42
"74181",2
"74182",2
"74183",26
"74184",2
"74185",38
"74186",49
"74187",0
"74188",6
"74189",3
"74190",27
"74191",222
"74192",4
"74193",43
"74194",58
"74195",12
"74196",1
"74197",84
"74198",11
"74199",153
"74200",38
"74201",16
"74202",179
"74203",23
"74204",0
"74205",5
"74206",3
"74207",63
"74208",20
"74209",0
"74210",2
"74211",1
"74212",7
"74213",242
"74214",1
"74215",319
"74216",1
"74217",4
"74218",8
"74219",4
"74220",1
"74221",4
"74222",6
"74223",3
"74224",4
"74225",20
"74226",2
"74227",103
"74228",0
"74229",29
"74230",2
"74231",23
"74232",4
"74233",14
"74234",10
"74235",21
"74236",0
"74237",5
"74238",3
"74239",1
"74240",1866
"74241",15
"74242",8
"74243",2
"74244",29
"74245",13
"74246",91
"74247",165
"74248",1
"74249",5
"74250",62
"74251",43
"74252",2
"74253",812
"74254",3
"74255",80
"74256",144
"74257",587
"74258",467
"74259",3
"74260",140
"74261",730
"74262",0
"74263",23
"74264",200
"74265",1
"74266",43
"74267",20
"74268",150
"74269",550
"74270",45
"74271",13384
"74272",23
"74273",10
"74274",16
"74275",7
"74276",178
"74277",211
"74278",7
"74279",67
"74280",11
"74281",65
"74282",380
"74283",378
"74284",73587
"74285",22
"74286",120
"74287",90
"74288",103
"74289",1
"74290",2
"74291",1
"74292",2
"74293",1
"74294",533
"74295",1353
"74296",297
"74297",56
"74298",18
"74299",50
"74300",2648
"74301",76
"74302",13
"74303",0
"74304",91
"74305",41
"74306",37
"74307",275
"74308",3
"74309",23
"74310",8867
"74311",4
"74312",9
"74313",24
"74314",3
"74315",39
"74316",35
"74317",13
"74318",91
"74319",12
"74320",10
"74321",160
"74322",27
"74323",0
"74324",21
"74325",1
"74326",15
"74327",0
"74328",89
"74329",234
"74330",10
"74331",1
"74332",5
"74333",2
"74334",6
"74335",17
"74336",27
"74337",3003
"74338",4
"74339",2786
"74340",26
"74341",72
"74342",0
"74343",305
"74344",0
"74345",15
"74346",1271
"74347",23
"74348",31
"74349",30
"74350",71
"74351",114
"74352",3510
"74353",8
"74354",50
"74355",11
"74356",20
"74357",1
"74358",25
"74359",0
"74360",67
"74361",6892
"74362",2
"74363",4
"74364",1795
"74365",0
"74366",7395
"74367",146
"74368",68
"74369",1251
"74370",13
"74371",1106
"74372",6
"74373",718
"74374",738
"74375",569
"74376",490
"74377",2
"74378",144
"74379",234
"74380",100
"74381",23
"74382",210
"74383",1
"74384",126
"74385",28
"74386",8666
"74387",2932
"74388",30947
"74389",573
"74390",0
"74391",8987
"74392",702
"74393",581
"74394",114
"74395",8479
"74396",13
"74397",153
"74398",0
"74399",0
"74400",2043
"74401",1397
"74402",1484
"74403",122
"74404",864
"74405",12801
"74406",32
"74407",114
"74408",1710
"74409",5
"74410",30
"74411",7
"74412",74
"74413",10
"74414",2086
"74415",132
"74416",1
"74417",1060
"74418",0
"74419",19
"74420",13
"74421",102
"74422",0
"74423",845
"74424",8
"74425",4157
"74426",1
"74427",2
"74428",1008
"74429",155
"74430",3677
"74431",11383
"74432",213
"74433",1942
"74434",13737
"74435",279
"74436",33
"74437",1640
"74438",1292
"74439",230
"74440",34
"74441",725
"74442",85
"74443",159
"74444",1
"74445",213
"74446",3281
"74447",107
"74448",3857
"74449",8
"74450",775
"74451",11883
"74452",10500
"74453",247510
"74454",152
"74455",8927
"74456",2
"74457",2261
"74458",275
"74459",788
"74460",10
"74461",432
"74462",66
"74463",71
"74464",3
"74465",130
"74466",17
"74467",10
"74468",16
"74469",1588
"74470",110
"74471",144
"74472",751
"74473",30
"74474",47
"74475",392
"74476",2484
"74477",1
"74478",5
"74479",173
"74480",7
"74481",279
"74482",918
"74483",2864
"74484",71
"74485",10
"74486",571
"74487",4
"74488",6378
"74489",177
"74490",85
"74491",2638
"74492",15
"74493",48036
"74494",20
"74495",315
"74496",149
"74497",275
"74498",495
"74499",42
"74500",2065
"74501",852
"74502",386
"74503",4212
"74504",117
"74505",663
"74506",75
"74507",10934
"74508",16
"74509",4
"74510",7379
"74511",672
"74512",2117
"74513",305
"74514",75
"74515",13
"74516",546
"74517",32
"74518",68
"74519",1999
"74520",2
"74521",52
"74522",90
"74523",0
"74524",19130
"74525",154
"74526",105
"74527",4
"74528",109
"74529",24792
"74530",41
"74531",0
"74532",30
"74533",1
"74534",18
"74535",24
"74536",380
"74537",2
"74538",123
"74539",5475
"74540",116
"74541",1701
"74542",7853
"74543",188
"74544",848
"74545",497
"74546",2
"74547",62
"74548",5
"74549",19
"74550",42
"74551",350
"74552",84
"74553",3632
"74554",20
"74555",344
"74556",25
"74557",133
"74558",1320
"74559",243
"74560",147
"74561",5
"74562",23
"74563",576
"74564",93
"74565",158
"74566",5896
"74567",636
"74568",316
"74569",10617
"74570",9
"74571",8196
"74572",3343
"74573",10
"74574",14
"74575",2
"74576",1021
"74577",393
"74578",16
"74579",1
"74580",0
"74581",112
"74582",26
"74583",22538
"74584",55
"74585",23
"74586",15
"74587",941
"74588",3
"74589",266
"74590",0
"74591",43
"74592",0
"74593",62
"74594",2
"74595",197
"74596",5
"74597",16
"74598",38
"74599",87
"74600",12
"74601",1378
"74602",436
"74603",802
"74604",1
"74605",46
"74606",5
"74607",2529
"74608",288
"74609",55
"74610",62
"74611",2
"74612",139
"74613",444
"74614",117
"74615",657
"74616",5
"74617",2
"74618",8
"74619",3139
"74620",0
"74621",216
"74622",2380
"74623",19
"74624",53
"74625",621
"74626",68
"74627",21
"74628",65
"74629",68
"74630",8
"74631",3
"74632",100
"74633",882
"74634",192
"74635",2949
"74636",8878
"74637",672
"74638",105
"74639",48
"74640",4964
"74641",137
"74642",39
"74643",23
"74644",15
"74645",735
"74646",4
"74647",51
"74648",91
"74649",8546
"74650",0
"74651",51273
"74652",95
"74653",5228
"74654",3
"74655",15628
"74656",19650
"74657",3
"74658",22
"74659",98
"74660",48
"74661",11547
"74662",1620
"74663",51
"74664",486
"74665",3
"74666",458
"74667",648
"74668",4
"74669",26700
"74670",8
"74671",1
"74672",2
"74673",610
"74674",6570
"74675",13
"74676",7230
"74677",50
"74678",1252
"74679",1
"74680",3471
"74681",10480
"74682",164
"74683",48
"74684",1124
"74685",9994
"74686",11200
"74687",2
"74688",0
"74689",0
"74690",0
"74691",3
"74692",25
"74693",2
"74694",0
"74695",0
"74696",10
"74697",2
"74698",2
"74699",16
"74700",0
"74701",0
"74702",23633
"74703",40
"74704",19
"74705",24
"74706",38
"74707",1
"74708",22
"74709",1319
"74710",76
"74711",9858
"74712",1
"74713",4226
"74714",426
"74715",9614
"74716",861
"74717",21084
"74718",4
"74719",4
"74720",28
"74721",115
"74722",3
"74723",303
"74724",508
"74725",82
"74726",2
"74727",4448
"74728",126
"74729",7
"74730",16
"74731",8
"74732",8
"74733",1686
"74734",528
"74735",1
"74736",615
"74737",4
"74738",89
"74739",0
"74740",11
"74741",35568
"74742",50
"74743",6
"74744",337
"74745",30
"74746",2407
"74747",3107
"74748",13616
"74749",3
"74750",18
"74751",328
"74752",7
"74753",1
"74754",2
"74755",8
"74756",3
"74757",39
"74758",19307
"74759",34
"74760",64
"74761",40
"74762",256
"74763",300
"74764",234
"74765",5370
"74766",253
"74767",35
"74768",600
"74769",17
"74770",231
"74771",545
"74772",1
"74773",42
"74774",6036
"74775",4900
"74776",18
"74777",15
"74778",1
"74779",1150
"74780",17
"74781",2
"74782",0
"74783",0
"74784",5
"74785",13
"74786",1
"74787",0
"74788",20
"74789",36
"74790",4
"74791",0
"74792",21
"74793",995
"74794",76
"74795",20
"74796",61
"74797",2
"74798",8
"74799",314
"74800",44159
"74801",0
"74802",170
"74803",15
"74804",7
"74805",98
"74806",606
"74807",0
"74808",11940
"74809",262
"74810",3
"74811",5
"74812",855
"74813",0
"74814",11
"74815",21
"74816",0
"74817",103
"74818",56
"74819",0
"74820",3171
"74821",351
"74822",0
"74823",67
"74824",26
"74825",345
"74826",1264
"74827",1
"74828",6
"74829",842
"74830",8000
"74831",2
"74832",48
"74833",1
"74834",6
"74835",2
"74836",2
"74837",0
"74838",2
"74839",6
"74840",164
"74841",847
"74842",1572
"74843",653
"74844",790
"74845",1135
"74846",9750
"74847",1827
"74848",8606
"74849",141
"74850",118
"74851",1699
"74852",54
"74853",4549
"74854",2000
"74855",13688
"74856",3743
"74857",26
"74858",153
"74859",4
"74860",24
"74861",322
"74862",5348
"74863",647
"74864",24
"74865",280
"74866",66
"74867",499
"74868",8871
"74869",71
"74870",13
"74871",18
"74872",965
"74873",2136
"74874",162
"74875",5
"74876",69
"74877",216
"74878",2531
"74879",509
"74880",166
"74881",518
"74882",770
"74883",0
"74884",8
"74885",1233
"74886",225
"74887",4510
"74888",782
"74889",86
"74890",0
"74891",2
"74892",1148
"74893",539
"74894",56
"74895",579
"74896",99
"74897",1
"74898",1537
"74899",43
"74900",114
"74901",5
"74902",22
"74903",1
"74904",7
"74905",205
"74906",5
"74907",6
"74908",1
"74909",2
"74910",21
"74911",185
"74912",120
"74913",151
"74914",219
"74915",178
"74916",228
"74917",2
"74918",1493
"74919",73
"74920",67
"74921",4
"74922",7755
"74923",1
"74924",680
"74925",70
"74926",1
"74927",84
"74928",22
"74929",0
"74930",10
"74931",27
"74932",7
"74933",2
"74934",3
"74935",121
"74936",0
"74937",18
"74938",14
"74939",333
"74940",3
"74941",14
"74942",81
"74943",0
"74944",297
"74945",5
"74946",2
"74947",0
"74948",1343
"74949",2
"74950",6
"74951",1221
"74952",2
"74953",10
"74954",0
"74955",1
"74956",65
"74957",1332
"74958",2
"74959",835
"74960",4
"74961",123
"74962",2533
"74963",5
"74964",4
"74965",494
"74966",180
"74967",4
"74968",3
"74969",1
"74970",0
"74971",247
"74972",4
"74973",4
"74974",724
"74975",47
"74976",1060
"74977",44
"74978",3623
"74979",6
"74980",362
"74981",50
"74982",7
"74983",0
"74984",8
"74985",4
"74986",10
"74987",7
"74988",1
"74989",0
"74990",6
"74991",2
"74992",3
"74993",1
"74994",1296
"74995",1
"74996",0
"74997",0
"74998",408
"74999",83
"75000",2
"75001",2
"75002",4218
"75003",4
"75004",23
"75005",19675
"75006",332
"75007",1
"75008",119
"75009",3
"75010",10
"75011",0
"75012",4
"75013",5
"75014",625
"75015",4
"75016",3518
"75017",14
"75018",3
"75019",3
"75020",6
"75021",126
"75022",8
"75023",53
"75024",2
"75025",0
"75026",77
"75027",2
"75028",62
"75029",19
"75030",0
"75031",14
"75032",0
"75033",2
"75034",1
"75035",2
"75036",1
"75037",2
"75038",43
"75039",117
"75040",22
"75041",2
"75042",359
"75043",70
"75044",48
"75045",109
"75046",216
"75047",4
"75048",19
"75049",63
"75050",0
"75051",19
"75052",4
"75053",1
"75054",0
"75055",150
"75056",24
"75057",11090
"75058",2
"75059",0
"75060",4664
"75061",1131
"75062",5
"75063",0
"75064",0
"75065",11
"75066",17
"75067",1
"75068",68
"75069",0
"75070",0
"75071",8
"75072",743
"75073",2
"75074",0
"75075",1
"75076",4
"75077",2
"75078",14
"75079",0
"75080",443
"75081",8
"75082",1
"75083",2
"75084",9
"75085",1122
"75086",1643
"75087",88
"75088",85
"75089",10
"75090",104
"75091",9781
"75092",0
"75093",27
"75094",764
"75095",15
"75096",120
"75097",2310
"75098",36
"75099",1
"75100",427
"75101",71
"75102",1
"75103",3
"75104",7
"75105",140
"75106",2038
"75107",3
"75108",220
"75109",830
"75110",5027
"75111",12
"75112",14096
"75113",5
"75114",70
"75115",2
"75116",3
"75117",69
"75118",4
"75119",0
"75120",4
"75121",8
"75122",3
"75123",679
"75124",7454
"75125",3164
"75126",2
"75127",0
"75128",0
"75129",74
"75130",17
"75131",8
"75132",13
"75133",2
"75134",79
"75135",1
"75136",2
"75137",332
"75138",76
"75139",133
"75140",2554
"75141",8465
"75142",13
"75143",3
"75144",29
"75145",2
"75146",14
"75147",3
"75148",4
"75149",1
"75150",1875
"75151",2
"75152",1
"75153",48
"75154",220
"75155",2476
"75156",12933
"75157",3
"75158",108
"75159",17
"75160",15
"75161",109
"75162",7257
"75163",264
"75164",8317
"75165",3
"75166",1
"75167",465
"75168",81
"75169",11
"75170",24
"75171",2
"75172",3436
"75173",21
"75174",7
"75175",173
"75176",0
"75177",24
"75178",7
"75179",6175
"75180",3
"75181",2
"75182",126
"75183",0
"75184",118
"75185",291
"75186",0
"75187",14
"75188",451
"75189",0
"75190",202
"75191",4
"75192",1
"75193",184
"75194",0
"75195",147
"75196",9
"75197",0
"75198",120
"75199",1
"75200",220
"75201",397
"75202",108
"75203",5764
"75204",10
"75205",3
"75206",12
"75207",1
"75208",26
"75209",25
"75210",387
"75211",0
"75212",0
"75213",23
"75214",1527
"75215",4
"75216",21
"75217",3
"75218",845
"75219",7
"75220",446
"75221",0
"75222",89
"75223",93
"75224",5
"75225",21
"75226",0
"75227",30
"75228",43
"75229",0
"75230",30527
"75231",1
"75232",2885
"75233",9
"75234",8592
"75235",35
"75236",147
"75237",1704
"75238",394
"75239",8
"75240",1305
"75241",2
"75242",221
"75243",13
"75244",6200
"75245",2
"75246",2
"75247",5162
"75248",8099
"75249",65
"75250",171
"75251",74
"75252",50
"75253",846
"75254",613
"75255",8950
"75256",3184
"75257",25512
"75258",8056
"75259",3398
"75260",66660
"75261",2
"75262",2
"75263",4
"75264",1118
"75265",1523
"75266",1
"75267",10609
"75268",90
"75269",214
"75270",599
"75271",2370
"75272",13
"75273",9
"75274",25475
"75275",101
"75276",26
"75277",313
"75278",0
"75279",2229
"75280",0
"75281",864
"75282",0
"75283",234
"75284",1702
"75285",55
"75286",5853
"75287",777
"75288",2466
"75289",4207
"75290",4
"75291",24641
"75292",306
"75293",10100
"75294",481
"75295",45
"75296",13
"75297",576
"75298",8
"75299",224
"75300",6
"75301",11
"75302",93
"75303",15352
"75304",5
"75305",108
"75306",40
"75307",41403
"75308",2
"75309",3
"75310",9736
"75311",168
"75312",3
"75313",0
"75314",1638
"75315",283
"75316",21
"75317",6
"75318",1
"75319",17
"75320",43
"75321",5
"75322",2310
"75323",3100
"75324",6
"75325",15
"75326",554
"75327",59
"75328",26
"75329",222
"75330",21
"75331",3
"75332",0
"75333",53
"75334",59
"75335",6
"75336",61
"75337",43
"75338",7
"75339",0
"75340",8
"75341",62
"75342",63
"75343",8
"75344",1
"75345",1
"75346",2
"75347",4
"75348",25
"75349",2
"75350",1
"75351",23
"75352",1
"75353",18
"75354",9
"75355",129
"75356",1
"75357",29
"75358",0
"75359",1
"75360",0
"75361",1
"75362",5
"75363",1137
"75364",14
"75365",85
"75366",2130
"75367",0
"75368",4112
"75369",1516
"75370",1
"75371",1709
"75372",3371
"75373",4
"75374",13970
"75375",8
"75376",0
"75377",26
"75378",18
"75379",3855
"75380",44
"75381",12
"75382",6
"75383",0
"75384",8
"75385",192
"75386",12
"75387",405
"75388",0
"75389",1430
"75390",151
"75391",6
"75392",5
"75393",12
"75394",21571
"75395",45
"75396",0
"75397",1596
"75398",652
"75399",1318
"75400",199
"75401",22
"75402",0
"75403",77
"75404",26
"75405",328
"75406",10
"75407",810
"75408",150
"75409",235
"75410",6027
"75411",945
"75412",1
"75413",0
"75414",44
"75415",55
"75416",0
"75417",70
"75418",37
"75419",255
"75420",850
"75421",2
"75422",1057
"75423",2
"75424",259
"75425",3
"75426",1
"75427",0
"75428",3
"75429",1
"75430",0
"75431",36
"75432",140
"75433",6
"75434",0
"75435",110270
"75436",150
"75437",6
"75438",6175
"75439",2693
"75440",2818
"75441",68
"75442",7593
"75443",362
"75444",61
"75445",8302
"75446",6852
"75447",24
"75448",103
"75449",11886
"75450",273
"75451",144
"75452",38
"75453",1
"75454",0
"75455",2
"75456",2
"75457",120
"75458",850
"75459",0
"75460",13
"75461",7
"75462",12
"75463",4
"75464",12936
"75465",0
"75466",456
"75467",224
"75468",79
"75469",1202
"75470",28
"75471",45
"75472",4359
"75473",358
"75474",0
"75475",234
"75476",63
"75477",5854
"75478",0
"75479",0
"75480",3
"75481",19
"75482",12
"75483",147641
"75484",257
"75485",1182
"75486",4
"75487",0
"75488",4
"75489",141
"75490",259
"75491",4
"75492",0
"75493",0
"75494",13
"75495",47
"75496",4343
"75497",363
"75498",0
"75499",328
"75500",199
"75501",1
"75502",3
"75503",4446
"75504",101
"75505",1000
"75506",1249
"75507",507
"75508",1934
"75509",112
"75510",867
"75511",1462
"75512",3230
"75513",8140
"75514",4022
"75515",160
"75516",82
"75517",9788
"75518",1046
"75519",628
"75520",104
"75521",12514
"75522",1397
"75523",908
"75524",6500
"75525",81
"75526",241
"75527",194
"75528",17205
"75529",392
"75530",2734
"75531",92736
"75532",21504
"75533",10290
"75534",21
"75535",10394
"75536",13
"75537",1913
"75538",286
"75539",11403
"75540",1841
"75541",5893
"75542",28
"75543",2002
"75544",1145
"75545",93
"75546",26150
"75547",1060
"75548",1424
"75549",37775
"75550",1310
"75551",666
"75552",1300
"75553",19
"75554",504
"75555",40
"75556",1618
"75557",140
"75558",2650
"75559",1960
"75560",63
"75561",0
"75562",289
"75563",68
"75564",432
"75565",73
"75566",281
"75567",53
"75568",684
"75569",7
"75570",102
"75571",5
"75572",586
"75573",244
"75574",31
"75575",587
"75576",7
"75577",40
"75578",40
"75579",11
"75580",302
"75581",1150
"75582",247
"75583",199
"75584",4
"75585",42
"75586",11
"75587",534
"75588",2880
"75589",0
"75590",25884
"75591",126
"75592",80
"75593",1
"75594",213
"75595",4
"75596",243
"75597",102
"75598",467
"75599",26
"75600",1
"75601",53
"75602",1380
"75603",4
"75604",21210
"75605",8503
"75606",0
"75607",1
"75608",97
"75609",12
"75610",6
"75611",0
"75612",547
"75613",5
"75614",2
"75615",2
"75616",138
"75617",1350
"75618",1180
"75619",102
"75620",5
"75621",0
"75622",27
"75623",28
"75624",0
"75625",3032
"75626",10
"75627",5
"75628",144
"75629",110896
"75630",0
"75631",1220
"75632",5
"75633",40
"75634",303
"75635",21
"75636",1832
"75637",9
"75638",3
"75639",3
"75640",23
"75641",2
"75642",9
"75643",5
"75644",2
"75645",15
"75646",0
"75647",4
"75648",2
"75649",302
"75650",46
"75651",13
"75652",7
"75653",1
"75654",31
"75655",29
"75656",17
"75657",60
"75658",1059
"75659",2
"75660",126
"75661",0
"75662",0
"75663",0
"75664",18
"75665",315
"75666",1708
"75667",1
"75668",19
"75669",10
"75670",248
"75671",19
"75672",11
"75673",174
"75674",0
"75675",5
"75676",22
"75677",3
"75678",2
"75679",3
"75680",6215
"75681",72
"75682",72
"75683",0
"75684",3
"75685",22
"75686",16
"75687",53
"75688",19
"75689",2
"75690",29
"75691",1
"75692",64
"75693",858
"75694",102
"75695",16
"75696",268
"75697",202
"75698",243
"75699",1650
"75700",52
"75701",0
"75702",77
"75703",10
"75704",2
"75705",19
"75706",10
"75707",255
"75708",159
"75709",286
"75710",2311
"75711",108
"75712",215
"75713",188
"75714",42
"75715",128
"75716",308
"75717",452
"75718",127241
"75719",413
"75720",22
"75721",1873
"75722",57
"75723",7
"75724",476
"75725",1190
"75726",237
"75727",0
"75728",538
"75729",5
"75730",2
"75731",0
"75732",196
"75733",0
"75734",2
"75735",195
"75736",2
"75737",3
"75738",16
"75739",0
"75740",952
"75741",0
"75742",0
"75743",7
"75744",217
"75745",12
"75746",148
"75747",0
"75748",0
"75749",17
"75750",2
"75751",0
"75752",15
"75753",19
"75754",26797
"75755",15
"75756",0
"75757",1
"75758",8
"75759",753
"75760",4
"75761",2361
"75762",0
"75763",6
"75764",62
"75765",1
"75766",324
"75767",0
"75768",25
"75769",2
"75770",2411
"75771",2
"75772",197
"75773",179
"75774",2
"75775",2039
"75776",0
"75777",15
"75778",0
"75779",0
"75780",1
"75781",0
"75782",548
"75783",44
"75784",3
"75785",22
"75786",184
"75787",0
"75788",7
"75789",0
"75790",7
"75791",8
"75792",120
"75793",19
"75794",0
"75795",1
"75796",4
"75797",0
"75798",0
"75799",0
"75800",1
"75801",4
"75802",0
"75803",3
"75804",1
"75805",15
"75806",4
"75807",1
"75808",0
"75809",12
"75810",22
"75811",16
"75812",153
"75813",8
"75814",2581
"75815",3
"75816",0
"75817",2
"75818",91
"75819",25
"75820",6
"75821",33
"75822",16
"75823",1
"75824",29
"75825",98
"75826",2
"75827",2
"75828",137
"75829",9
"75830",0
"75831",3
"75832",68
"75833",7
"75834",43
"75835",227
"75836",95
"75837",12
"75838",0
"75839",9
"75840",129
"75841",700
"75842",20
"75843",2
"75844",59798
"75845",1297
"75846",34885
"75847",3476
"75848",3251
"75849",8
"75850",105
"75851",14
"75852",6326
"75853",18
"75854",905
"75855",444
"75856",45
"75857",44
"75858",753
"75859",1
"75860",42
"75861",0
"75862",681
"75863",396
"75864",28
"75865",4
"75866",6
"75867",7
"75868",2
"75869",3
"75870",1
"75871",0
"75872",229
"75873",363
"75874",633
"75875",10
"75876",2
"75877",1849
"75878",7
"75879",400
"75880",147
"75881",527
"75882",1453
"75883",6364
"75884",2
"75885",0
"75886",6
"75887",209
"75888",2138
"75889",3
"75890",1191
"75891",0
"75892",33
"75893",19
"75894",232
"75895",199
"75896",5
"75897",0
"75898",1
"75899",5875
"75900",4017
"75901",41
"75902",4186
"75903",1140
"75904",44
"75905",829
"75906",32220
"75907",2957
"75908",841
"75909",7
"75910",4
"75911",30
"75912",59
"75913",8534
"75914",52
"75915",2633
"75916",401
"75917",0
"75918",26285
"75919",1
"75920",421
"75921",120
"75922",126
"75923",3
"75924",24
"75925",3
"75926",8577
"75927",0
"75928",0
"75929",3
"75930",2
"75931",3392
"75932",1694
"75933",427
"75934",822
"75935",0
"75936",1
"75937",634
"75938",83
"75939",66
"75940",452
"75941",269
"75942",3
"75943",5133
"75944",6
"75945",4
"75946",2185
"75947",2138
"75948",0
"75949",0
"75950",624
"75951",385
"75952",286
"75953",0
"75954",22
"75955",2355
"75956",17
"75957",0
"75958",1380
"75959",5
"75960",187
"75961",120
"75962",73
"75963",13594
"75964",23
"75965",1860
"75966",4153
"75967",2090
"75968",402
"75969",24909
"75970",939
"75971",1320
"75972",2890
"75973",38
"75974",26
"75975",83
"75976",0
"75977",5201
"75978",15
"75979",3
"75980",5
"75981",36
"75982",3247
"75983",20
"75984",27
"75985",15
"75986",3096
"75987",308
"75988",1056
"75989",16
"75990",392
"75991",283
"75992",750
"75993",10817
"75994",2
"75995",303
"75996",5
"75997",175
"75998",1169
"75999",17864
"76000",1
"76001",3
"76002",552
"76003",23
"76004",748
"76005",2387
"76006",1189
"76007",676
